"uniqueID_t1";"gender_t1";"age_t1";"entry_via_t1";"seriousness_t1";"condition_t1";"completion_time_min_t1";"completion_time_t1";"completion_time_sec_t1";"timestamp_start_t1";"timestamp_end_t1";"sender_t1";"sender_id_t1";"ended_on_t1";"svs_angle_t1";"SVOtyp_ring_t1";"svs_angle_slider_t1";"SVOtyp_slider_t1";"include_t1";"mean_angle";"measure_self";"dec_self_slider";"dec_self_ring";"get_from";"dec_self";"dec_other";"Betrag_t1";"Betrag";"Betrag_total";"include"
188;"female";30;"mouse";"serious";"ring_first";14,79555;887733;887,733;"2026-06-10T16:19:37.825Z";"2026-06-10T16:34:25.570Z";"root";NA;"completion";15,0078752205107;"Individualist";26,0949425102565;"Prosocial";1;20,5514088653836;"ring";9;9;151;200;204;5,04;5,97;11,01;1
189;"female";22;"mouse";"serious";"ring_first";10,10025;606015;606,015;"2026-06-10T16:20:41.516Z";"2026-06-10T16:30:47.539Z";"root";NA;"completion";26,2219667775545;"Prosocial";40,2898587810887;"Prosocial";1;33,2559127793216;"ring";13;4;22;200;152;4,52;7,04;11,56;1
190;"male";29;"mouse";"serious";"ring_first";10,4255866666667;625535,2;625,5352;"2026-06-10T16:24:38.752Z";"2026-06-10T16:35:04.287Z";"root";NA;"completion";58,4412048370986;"Altruist";42,8940750818402;"Prosocial";1;50,6676399594694;"slider";3;21;124;190;150;4,4;5,25;9,65;1
192;"female";24;"mouse";"serious";"slider_first";6,15471666666667;369283;369,283;"2026-06-10T17:26:48.694Z";"2026-06-10T17:32:57.980Z";"root";NA;"completion";14,3457382538586;"Individualist";30,8078178883269;"Prosocial";1;22,5767780710928;"slider";4;10;158;255;210;5,65;6,54;12,19;1
193;"female";60;"other1";"serious";"ring_first";9,40086666666667;564052;564,052;"2026-06-10T18:10:13.651Z";"2026-06-10T18:19:37.725Z";"root";NA;"completion";3,25194560036386;"Individualist";11,5801935805144;"Individualist";1;7,41606959043913;"ring";4;12;180;-41;270;3,29;8,38;11,67;1
194;"female";34;"mouse";"serious";"slider_first";11,3493166666667;680959;680,959;"2026-06-10T19:21:30.305Z";"2026-06-10T19:32:51.284Z";"root";NA;"completion";7,68104365997097;"Individualist";25,6923546354276;"Prosocial";1;16,6866991476993;"slider";1;19;228;295;200;5,95;6,78;12,73;1
195;"male";24;"mouse";"serious";"slider_first";6,61071666666667;396643;396,643;"2026-06-10T20:00:59.227Z";"2026-06-10T20:07:35.877Z";"root";NA;"completion";61,2117311331486;"Altruist";41,3248177403936;"Prosocial";1;51,2682744367711;"ring";2;4;194;152;163;4,15;4,59;8,74;1
196;"female";28;"keyboard";"serious";"slider_first";16,9973166666667;1019839;1019,839;"2026-06-10T20:01:40.586Z";"2026-06-10T20:18:40.445Z";"root";NA;"completion";37,7697573607484;"Prosocial";38,9243756297571;"Prosocial";1;38,3470664952527;"slider";6;22;224;274;293;6,67;8,86;15,53;1
197;"male";21;"touchscreen";"serious";"slider_first";3,01226666666667;180736;180,736;"2026-06-10T21:41:46.779Z";"2026-06-10T21:44:47.539Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;NA;NA;NA;NA;NA;NA;1;1;2;NA
198;"female";21;"mouse";"serious";"ring_first";7,84111666666667;470467;470,467;"2026-06-10T19:31:52.128Z";"2026-06-10T19:39:42.623Z";"root";NA;"completion";30,0294017615146;"Prosocial";19,8057139093724;"Individualist";1;24,9175578354435;"slider";7;4;216;256;-100;2,56;6,92;9,48;1
199;"male";26;"mouse";"serious";"ring_first";4,17806666666667;250684;250,684;"2026-06-11T06:41:16.539Z";"2026-06-11T06:45:27.229Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;"ring";4;22;126;293;0;3,93;7,85;11,78;1
200;"female";28;"mouse";"serious";"slider_first";6,62730333333313;397638,199999988;397,638199999988;"2026-06-11T07:48:32.287Z";"2026-06-11T07:55:09.911Z";"root";NA;"completion";9,93092500513145;"Individualist";33,290800264133;"Prosocial";1;21,6108626346322;"ring";4;7;109;300;293;6,93;5,3;12,23;1
201;"female";22;"mouse";"serious";"slider_first";10,1538916666667;609233,5;609,2335;"2026-06-11T08:05:52.788Z";"2026-06-11T08:16:02.020Z";"root";NA;"completion";43,909937001787;"Prosocial";41,1406559261068;"Prosocial";1;42,5252964639469;"slider";9;21;74;225;152;4,77;4,96;9,73;1
202;"female";23;"mouse";"serious";"ring_first";11,7018;702108;702,108;"2026-06-11T09:11:38.726Z";"2026-06-11T09:23:20.837Z";"root";NA;"completion";15,5652599264169;"Individualist";32,4472158187456;"Prosocial";1;24,0062378725812;"ring";5;18;105;-41;100;1,59;5,19;6,78;1
203;"female";27;"keyboard";"serious";"slider_first";41,1399166666667;2468395;2468,395;"2026-06-11T09:27:02.850Z";"2026-06-11T10:08:11.255Z";"root";NA;"completion";14,4462908423528;"Individualist";16,9619533812933;"Individualist";1;15,7041221118231;"slider";2;4;77;300;270;6,7;8,2;14,9;1
204;"female";23;"other1";"serious";"ring_first";13,2829466666666;796976,799999997;796,976799999997;"2026-06-11T10:04:54.658Z";"2026-06-11T10:18:11.658Z";"root";NA;"completion";14,3457382538586;"Individualist";23,2926060074673;"Prosocial";1;18,8191721306629;"ring";12;23;237;100;-73;1,27;6,92;8,19;1
205;"female";38;"mouse";"serious";"slider_first";33,6476666666667;2018860;2018,86;"2026-06-11T10:12:47.261Z";"2026-06-11T10:46:26.052Z";"root";NA;"completion";3,25194560036386;"Individualist";16,9619533812933;"Individualist";1;10,1069494908286;"slider";12;1;29;256;-93;2,63;6,54;9,17;1
208;"female";20;"touchscreen";"serious";"slider_first";4,55786666666667;273472;273,472;"2026-06-11T11:12:35.258Z";"2026-06-11T11:17:08.727Z";"root";NA;"completion";7,53733805729811;"Individualist";23,0894428337724;"Prosocial";0;15,3133904455353;NA;NA;NA;NA;NA;NA;1;NA;1;NA
209;"male";22;"mouse";"serious";"ring_first";9,34686666666667;560812;560,812;"2026-06-11T11:42:58.215Z";"2026-06-11T11:52:19.034Z";"root";NA;"completion";38,2835278964403;"Prosocial";37,8034031095766;"Prosocial";1;38,0434655030084;"ring";6;9;67;-93;150;1,57;5,66;7,23;1
210;"female";40;"mouse";"serious";"slider_first";11,9958666666667;719752;719,752;"2026-06-11T11:58:11.846Z";"2026-06-11T12:10:11.620Z";"root";NA;"completion";39,0394383426646;"Prosocial";32,4610172279981;"Prosocial";1;35,7502277853313;"slider";2;22;12;278;262;6,4;5,53;11,93;1
211;"female";84;"keyboard";"serious";"slider_first";37,2821666666667;2236930;2236,93;"2026-06-11T14:25:33.711Z";"2026-06-11T15:02:53.754Z";"root";NA;"completion";16,9492242338214;"Individualist";40,6128859415312;"Prosocial";1;28,7810550876763;"ring";15;10;39;48;281;4,29;6,48;10,77;1
212;"male";26;"other1";"not_serious";"slider_first";4,38458666666647;263075,199999988;263,075199999988;"2026-06-11T16:23:22.079Z";"2026-06-11T16:27:45.155Z";"root";NA;"completion";7,53733805729811;"Individualist";16,9619533812933;"Individualist";0;12,2496457192957;NA;NA;NA;NA;NA;NA;1;NA;1;NA
214;"female";15;"mouse";"serious";"slider_first";11,5325;691950;691,95;"2026-06-11T16:35:46.671Z";"2026-06-11T16:47:18.631Z";"root";NA;"completion";53,3229085120094;"Prosocial";42,4535334516806;"Prosocial";1;47,888220981845;"ring";4;4;218;152;278;5,3;8,58;13,88;1
215;"male";23;"mouse";"serious";"slider_first";6,61598333333333;396959;396,959;"2026-06-11T16:35:12.478Z";"2026-06-11T16:41:49.430Z";"root";NA;"completion";10,8473468429534;"Individualist";20,5469226563159;"Individualist";1;15,6971347496346;"slider";3;6;176;300;210;6,1;4,35;10,45;1
216;"female";27;"mouse";"serious";"ring_first";15,9003666666667;954022;954,022;"2026-06-11T17:35:02.472Z";"2026-06-11T17:50:56.501Z";"root";NA;"completion";37,4475292864697;"Prosocial";37,278481312102;"Prosocial";1;37,3630052992859;"ring";15;22;159;100;48;2,48;6,83;9,31;1
217;"female";59;"mouse";"serious";"ring_first";12,672975;760378,5;760,3785;"2026-06-11T17:59:19.631Z";"2026-06-11T18:12:00.011Z";"root";NA;"completion";7,3940086425983;"Individualist";18,8398884524106;"Individualist";1;13,1169485475045;"ring";10;10;220;-41;200;2,59;6,37;8,96;1
218;"female";20;"touchscreen";"serious";"ring_first";7,34763166666666;440857,9;440,8579;"2026-06-11T18:20:41.437Z";"2026-06-11T18:28:02.295Z";"root";NA;"completion";-74,8904248776596;"Competitive";40,6914645961946;"Prosocial";1;-17,0994801407325;"slider";15;22;95;278;150;5,28;5,69;10,97;1
219;"female";23;"mouse";"serious";"slider_first";8,97961500000159;538776,900000095;538,776900000095;"2026-06-11T18:30:39.439Z";"2026-06-11T18:39:38.216Z";"root";NA;"completion";29,9208660250389;"Prosocial";42,2610277550263;"Prosocial";1;36,0909468900326;"ring";3;4;81;300;270;6,7;5,98;12,68;1
220;"female";63;"touchscreen";"serious";"ring_first";10,6306383333333;637838,3;637,8383;"2026-06-11T18:45:28.190Z";"2026-06-11T18:56:06.029Z";"root";NA;"completion";7,15266874999468;"Individualist";39,7545780659345;"Prosocial";1;23,4536234079646;"ring";15;12;261;-73;150;1,77;5,53;7,3;1
221;"male";48;"mouse";"serious";"slider_first";15,6993;941958;941,958;"2026-06-11T19:05:32.422Z";"2026-06-11T19:21:14.381Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;NA;NA;NA;NA;NA;NA;1;NA;1;NA
222;"female";20;"touchscreen";"serious";"slider_first";8,53676666666667;512206;512,206;"2026-06-11T19:39:22.138Z";"2026-06-11T19:47:54.328Z";"root";NA;"completion";58,0274322405123;"Altruist";47,9563106575037;"Prosocial";1;52,991871449008;"slider";6;8;203;300;150;5,5;8,1;13,6;1
223;"female";30;"keyboard";"serious";"ring_first";12,2998983333329;737993,899999976;737,993899999976;"2026-06-12T07:37:47.899Z";"2026-06-12T07:50:05.899Z";"root";NA;"completion";55,1198230661301;"Prosocial";42,4535334516806;"Prosocial";1;48,7866782589054;"slider";10;3;42;244;-93;2,51;7,93;10,44;1
224;"female";58;"mouse";"serious";"slider_first";10,3981483333309;623888,899999857;623,888899999857;"2026-06-12T08:37:46.166Z";"2026-06-12T08:48:10.055Z";"root";NA;"completion";-5,65621563451599;"Individualist";35,6336816567741;"Prosocial";1;14,9887330111291;"ring";10;23;168;152;270;5,22;7,11;12,33;1
225;"female";30;"touchscreen";"serious";"ring_first";16,6992433333332;1001954,59999999;1001,95459999999;"2026-06-12T14:05:38.806Z";"2026-06-12T14:22:20.761Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;"ring";1;12;65;-41;273;3,32;5,08;8,4;1
226;"female";25;"mouse";"serious";"ring_first";9,855475;591328,5;591,3285;"2026-06-12T14:30:45.403Z";"2026-06-12T14:40:36.732Z";"root";NA;"completion";29,9208660250389;"Prosocial";41,1406559261068;"Prosocial";1;35,5307609755729;NA;NA;NA;NA;NA;NA;1;NA;1;NA
228;"female";26;"mouse";"serious";"ring_first";8,40931666666667;504559;504,559;"2026-06-12T16:54:13.957Z";"2026-06-12T17:02:38.514Z";"root";NA;"completion";18,7257878452726;"Individualist";41,2757005408863;"Prosocial";1;30,0007441930794;"ring";10;24;118;273;241;6,14;6,1;12,24;1
229;"female";19;"keyboard";"serious";"ring_first";18,2866316666663;1097197,89999998;1097,19789999998;"2026-06-12T18:50:11.751Z";"2026-06-12T19:08:28.963Z";"root";NA;"completion";52,4931871303161;"Prosocial";36,2703661603277;"Prosocial";1;44,3817766453219;"ring";5;6;48;300;150;5,5;7,24;12,74;1
230;"male";32;"mouse";"serious";"slider_first";3,23221666666667;193933;193,933;"2026-06-12T23:24:24.132Z";"2026-06-12T23:27:38.081Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;"ring";10;5;53;48;273;4,21;7,05;11,26;1
231;"male";34;"mouse";"serious";"ring_first";8,56478499999841;513887,099999905;513,887099999905;"2026-06-13T12:54:28.536Z";"2026-06-13T13:03:02.424Z";"root";NA;"completion";50,6375428844599;"Prosocial";54,4719103899264;"Prosocial";1;52,5547266371931;"slider";15;13;35;255;150;5,05;4,73;9,78;1
232;"female";29;"mouse";"serious";"slider_first";13,1549833333333;789299;789,299;"2026-06-13T15:35:10.724Z";"2026-06-13T15:48:20.033Z";"root";NA;"completion";45;"Prosocial";42,0089543732967;"Prosocial";1;43,5044771866484;NA;NA;NA;NA;NA;NA;1;NA;1;NA
233;"male";71;"mouse";"serious";"slider_first";10,7214666666667;643288;643,288;"2026-06-14T08:19:00.793Z";"2026-06-14T08:29:44.096Z";"root";NA;"completion";30,4889404998309;"Prosocial";20,6394721167183;"Individualist";1;25,5642063082746;NA;NA;NA;NA;NA;NA;1;NA;1;NA
234;"male";60;"mouse";"serious";"slider_first";9,75611666666667;585367;585,367;"2026-06-14T09:44:35.704Z";"2026-06-14T09:54:21.058Z";"root";NA;"completion";40,4260787400991;"Prosocial";41,5915433634278;"Prosocial";1;41,0088110517635;NA;NA;NA;NA;NA;NA;1;NA;1;NA
235;"female";25;"mouse";"serious";"slider_first";8,91917333333343;535150,400000006;535,150400000006;"2026-06-14T10:44:54.680Z";"2026-06-14T10:53:49.838Z";"root";NA;"completion";15,0078752205107;"Individualist";32,4222772946108;"Prosocial";1;23,7150762575607;"slider";10;14;55;256;270;6,26;8,46;14,72;1
236;"male";27;"touchscreen";"serious";"ring_first";7,65693833333353;459416,300000012;459,416300000012;"2026-06-14T14:12:24.214Z";"2026-06-14T14:20:03.635Z";"root";NA;"completion";0;"Individualist";21,9472494382608;"Individualist";1;10,9736247191304;NA;NA;NA;NA;NA;NA;1;NA;1;NA
237;"male";25;"mouse";"serious";"ring_first";4,31566666666667;258940;258,94;"2026-06-14T16:15:46.630Z";"2026-06-14T16:20:05.580Z";"root";NA;"completion";15,0791339749611;"Individualist";19,7076163789304;"Individualist";1;17,3933751769457;"ring";1;18;44;200;-93;2,07;6,03;8,1;1
238;"prefer not to say";39;"mouse";"serious";"ring_first";6,99802333333492;419881,400000095;419,881400000095;"2026-06-15T06:54:51.190Z";"2026-06-15T07:01:51.072Z";"root";NA;"completion";13,8286509722801;"Individualist";41,5915433634278;"Prosocial";1;27,710097167854;"slider";6;17;162;225;221;5,46;6,18;11,64;1
239;"female";20;"touchscreen";"serious";"slider_first";11,6464;698784;698,784;"2026-06-15T10:30:26.906Z";"2026-06-15T10:42:05.691Z";"root";NA;"completion";0;"Individualist";42,2736890060937;"Prosocial";1;21,1368445030468;NA;NA;NA;NA;NA;NA;1;NA;1;NA
240;"female";20;"mouse";"serious";"ring_first";7,51748833333328;451049,299999997;451,049299999997;"2026-06-15T11:11:25.457Z";"2026-06-15T11:18:56.507Z";"root";NA;"completion";45;"Prosocial";41,1406559261068;"Prosocial";1;43,0703279630534;"ring";1;6;129;200;-41;2,59;5,38;7,97;1
241;"female";20;"mouse";"serious";"ring_first";17,1294783333302;1027768,69999981;1027,76869999981;"2026-06-15T11:34:30.395Z";"2026-06-15T11:51:38.167Z";"root";NA;"completion";45;"Prosocial";36,1357331015502;"Prosocial";1;40,5678665507751;"slider";14;10;37;285;0;3,85;7,53;11,38;1
242;"male";29;"mouse";"serious";"slider_first";9,72215666666627;583329,399999976;583,329399999976;"2026-06-15T12:43:12.538Z";"2026-06-15T12:52:55.868Z";"root";NA;"completion";22,5531385269108;"Prosocial";29,9502416344371;"Prosocial";1;26,2516900806739;"slider";5;3;229;270;100;4,7;5,22;9,92;1
243;"female";27;"mouse";"serious";"slider_first";12,1594766666667;729568,6;729,5686;"2026-06-15T13:27:21.973Z";"2026-06-15T13:39:31.531Z";"root";NA;"completion";46,766270486009;"Prosocial";40,595525839193;"Prosocial";1;43,680898162601;NA;NA;NA;NA;NA;NA;1;NA;1;NA
244;"female";24;"touchscreen";"serious";"slider_first";7,70243499999999;462146,1;462,1461;"2026-06-15T14:20:21.204Z";"2026-06-15T14:28:03.351Z";"root";NA;"completion";3,25194560036386;"Individualist";16,9619533812933;"Individualist";1;10,1069494908286;"slider";13;4;64;300;300;7;9,65;16,65;1
245;"male";38;"other1";"serious";"ring_first";4,9809;298854;298,854;"2026-06-15T15:10:50.936Z";"2026-06-15T15:15:49.813Z";"root";NA;"completion";-7,19923363836765;"Individualist";16,9619533812933;"Individualist";1;4,88135987146282;"ring";13;19;246;293;200;5,93;8,07;14;1
246;"female";22;"touchscreen";"serious";"ring_first";9,76482833333332;585889,699999999;585,889699999999;"2026-06-15T19:11:47.851Z";"2026-06-15T19:21:33.741Z";"root";NA;"completion";0;"Individualist";25,7916348813819;"Prosocial";1;12,8958174406909;"ring";11;3;157;273;152;5,25;6,56;11,81;1
247;"female";35;"mouse";"serious";"ring_first";2,75543333333333;165326;165,326;"2026-06-16T10:11:54.477Z";"2026-06-16T10:14:39.818Z";"root";NA;"completion";8,1660695682093;"Individualist";17,7219027610022;"Individualist";1;12,9439861646058;NA;NA;NA;NA;NA;NA;1;NA;1;NA
248;"female";24;"keyboard";"serious";"slider_first";5,5137699999998;330826,199999988;330,826199999988;"2026-06-16T10:42:04.056Z";"2026-06-16T10:47:34.878Z";"root";NA;"completion";-11,2739200466362;"Individualist";18,2654351769449;"Individualist";1;3,49575756515435;"slider";10;20;52;281;270;6,51;7,93;14,44;1
249;"female";24;"touchscreen";"serious";"ring_first";21,0368433333333;1262210,6;1262,2106;"2026-06-16T11:30:03.276Z";"2026-06-16T11:51:05.488Z";"root";NA;"completion";5,29008120537124;"Individualist";42,0089543732967;"Prosocial";1;23,649517789334;"ring";13;19;66;-41;293;3,52;5,32;8,84;1
250;"female";28;"mouse";"serious";"slider_first";13,3241416666667;799448,5;799,4485;"2026-06-16T14:05:26.205Z";"2026-06-16T14:18:45.661Z";"root";NA;"completion";0;"Individualist";40,7365752957138;"Prosocial";1;20,3682876478569;NA;NA;NA;NA;NA;NA;1;NA;1;NA
251;"female";39;"mouse";"serious";"ring_first";2,03965833333333;122379,5;122,3795;"2026-06-16T15:30:22.271Z";"2026-06-16T15:32:24.652Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;NA;NA;NA;NA;NA;NA;1;1;2;NA
254;"male";37;"mouse";"serious";"ring_first";11,1561166666667;669367;669,367;"2026-06-17T11:04:55.485Z";"2026-06-17T11:16:04.863Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;NA;NA;NA;NA;NA;NA;1;NA;1;NA
256;"female";30;"keyboard";"serious";"ring_first";13,0765333333333;784592;784,592;"2026-06-17T13:06:05.669Z";"2026-06-17T13:19:10.277Z";"root";NA;"completion";29,9706156499833;"Prosocial";39,7474929861225;"Prosocial";1;34,8590543180529;"slider";12;14;165;300;-41;3,59;8,32;11,91;1
257;"female";25;"mouse";"not_serious";"slider_first";5,75801166666672;345480,700000003;345,480700000003;"2026-06-17T13:52:01.287Z";"2026-06-17T13:57:46.779Z";"root";NA;"completion";-14,0362434679264;"Competitive";30,3245129109;"Prosocial";0;8,1441347214868;NA;NA;NA;NA;NA;NA;1;NA;1;NA
258;"male";39;"other1";"serious";"ring_first";20,2501;1215006;1215,006;"2026-06-18T19:58:48.676Z";"2026-06-18T20:19:03.733Z";"root";NA;"completion";45;"Prosocial";42,0089543732967;"Prosocial";1;43,5044771866484;"slider";10;7;36;225;200;5,25;6,07;11,32;1
260;"female";42;"keyboard";"serious";"ring_first";7,51565;450939;450,939;"2026-06-21T12:53:34.322Z";"2026-06-21T13:01:05.269Z";"root";NA;"completion";22,5531385269108;"Prosocial";31,9605771335314;"Prosocial";1;27,2568578302211;"slider";9;14;272;256;0;3,56;5,36;8,92;1
261;"male";27;"mouse";"serious";"slider_first";5,3787;322722;322,722;"2026-06-22T10:23:15.543Z";"2026-06-22T10:28:38.286Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;"slider";4;6;249;300;-41;3,59;6,03;9,62;1
262;"male";24;"mouse";"serious";"ring_first";8,9031550000002;534189,300000012;534,189300000012;"2026-06-22T14:30:20.748Z";"2026-06-22T14:39:14.938Z";"root";NA;"completion";7,53733805729811;"Individualist";19,8369271859;"Individualist";1;13,6871326215991;"slider";2;22;102;300;150;5,5;5,84;11,34;1
263;"female";27;"touchscreen";"serious";"ring_first";4,63017166666687;277810,300000012;277,810300000012;"2026-06-22T18:02:44.044Z";"2026-06-22T18:07:21.868Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;"ring";4;12;238;0;225;3,25;9,05;12,3;1
264;"female";23;"mouse";"serious";"slider_first";341,71628;20502976,8;20502,9768;"2026-06-23T11:44:54.256Z";"2026-06-24T13:21:13.507Z";"root";NA;"completion";52,4931871303161;"Prosocial";17,8532441793242;"Individualist";1;35,1732156548202;NA;NA;NA;NA;NA;NA;1;NA;1;NA
265;NA;NA;NA;NA;"slider_first";8,07081833333323;484249,099999994;484,249099999994;"2026-06-23T13:23:35.248Z";"2026-06-23T13:31:39.508Z";"Slider_first";"6";"completion";-7,47155917659238;"Individualist";25,6281075946923;"Prosocial";0;9,07827420904996;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
267;"female";21;"mouse";"serious";"slider_first";6,10825166666663;366495,099999998;366,495099999998;"2026-06-23T22:43:47.989Z";"2026-06-23T22:49:54.485Z";"root";NA;"completion";14,9314171781376;"Individualist";42,0146586345913;"Prosocial";0;28,4730379063644;NA;NA;NA;NA;NA;NA;1;NA;1;NA
268;"female";31;"mouse";"serious";"slider_first";4,44611166666547;266766,699999928;266,766699999928;"2026-06-25T19:24:59.148Z";"2026-06-25T19:29:25.915Z";"root";NA;"completion";61,2059986889943;"Altruist";42,4535334516806;"Prosocial";1;51,8297660703374;NA;NA;NA;NA;NA;NA;1;NA;1;NA
269;"female";30;"mouse";"serious";"ring_first";7,83166666666667;469900;469,9;"2026-06-26T12:27:05.953Z";"2026-06-26T12:34:55.865Z";"root";NA;"completion";37,5068128696839;"Prosocial";43,5584237240073;"Prosocial";1;40,5326182968456;NA;NA;NA;NA;NA;NA;1;NA;1;NA
270;"male";29;"touchscreen";"serious";"slider_first";13,0826333333333;784958;784,958;"2026-06-29T18:47:02.303Z";"2026-06-29T19:00:07.245Z";"root";NA;"completion";46,8141919090299;"Prosocial";43,6474078418719;"Prosocial";1;45,2307998754509;NA;NA;NA;NA;NA;NA;1;NA;1;NA
271;"male";28;"mouse";"serious";"ring_first";25,9962366666675;1559774,20000005;1559,77420000005;"2026-06-30T15:36:26.460Z";"2026-06-30T16:02:30.023Z";"root";NA;"completion";22,4645922129485;"Prosocial";19,6359598801914;"Individualist";1;21,0502760465699;"ring";15;13;40;293;270;6,63;7,67;14,3;1
272;"male";25;"mouse";"serious";"ring_first";14,7124133333335;882744,800000012;882,744800000012;"2026-07-01T18:59:58.932Z";"2026-07-01T19:14:41.693Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;"ring";3;7;121;-73;0;0,27;7,86;8,13;1
273;"male";38;"mouse";"serious";"ring_first";5,80371666666667;348223;348,223;"2026-07-12T19:36:37.875Z";"2026-07-12T19:42:26.099Z";"root";NA;"completion";0;"Individualist";16,9619533812933;"Individualist";1;8,48097669064665;NA;NA;NA;NA;NA;NA;1;NA;1;NA
